Player,90s,Goals,Shots,PKs,npxG,npG,Born,Age
Andrea Pinamonti (1999),60.900000000000006,18.0,169.0,4.0,17.000000000000004,14.0,1999.0,22.0
Andrea Poli (1989),75.4,9.0,74.0,0.0,8.7,9.0,1989.0,32.0
Andrea Raggi (1984),23.3,1.0,6.0,0.0,0.7,1.0,1984.0,37.0
Andrea Ranocchia (1988),23.599999999999998,2.0,24.0,0.0,2.2,2.0,1988.0,33.0
Andrea Rispoli (1988),28.4,0.0,15.0,0.0,1.2000000000000002,0.0,1988.0,33.0
Andrea Schiavone (1993),5.0,1.0,2.0,0.0,0.3,1.0,1993.0,28.0
Andrea Tabanelli (1990),10.7,1.0,12.0,0.0,0.9,1.0,1990.0,31.0
Andreas Beck (1987),41.099999999999994,1.0,19.0,0.0,0.8,1.0,1987.0,34.0
Andreas Christensen (1996),75.89999999999999,0.0,26.0,0.0,2.0,0.0,1996.0,25.0
Andreas Cornelius (1993),56.9,19.0,133.0,0.0,15.8,19.0,1993.0,28.0
Andreas Pereira (1996),41.2,4.0,72.0,0.0,3.9000000000000004,4.0,1996.0,25.0
Andreas Skov Olsen (1999),28.4,3.0,55.0,0.0,5.9,3.0,1999.0,22.0
Andreas Voglsammer (1992),14.899999999999999,3.0,49.0,0.0,5.0,3.0,1992.0,29.0
Andrei Girotto (1992),106.5,8.0,138.0,0.0,6.5,8.0,1992.0,29.0
Andrej Kramarić (1991),108.8,64.0,366.0,14.0,49.5,50.0,1991.0,30.0
Andreu Fontàs (1989),9.8,0.0,1.0,0.0,0.1,0.0,1989.0,32.0
Andrew Gravillon (1998),43.9,1.0,21.0,0.0,1.1,1.0,1998.0,23.0
Andrew Hjulsager (1995),4.2,0.0,3.0,0.0,0.1,0.0,1995.0,26.0
Andrew Omobamidele (2002),4.2,1.0,2.0,0.0,0.3,1.0,2002.0,19.0
Andrew Robertson (1994),143.0,5.0,69.0,0.0,5.5,5.0,1994.0,27.0
Andrew Surman (1986),39.2,2.0,28.0,0.0,1.6,2.0,1986.0,35.0
Andrey Galabinov (1988),17.3,6.0,44.0,1.0,4.699999999999999,5.0,1988.0,33.0
Andri Fannar Baldursson (2002),4.0,0.0,4.0,0.0,0.30000000000000004,0.0,2002.0,19.0
Andrija Balić (1997),12.3,0.0,17.0,0.0,0.7,0.0,1997.0,24.0
Andriy Yarmolenko (1989),32.6,10.0,75.0,0.0,9.0,10.0,1989.0,32.0
Andros Townsend (1991),121.7,13.0,190.0,1.0,12.5,12.0,1991.0,30.0
André Ayew (1989),20.5,3.0,26.0,0.0,4.2,3.0,1989.0,32.0
André Carrillo (1991),17.1,1.0,22.0,0.0,2.0,1.0,1991.0,30.0
André Gomes (1993),65.5,1.0,58.0,0.0,3.6,1.0,1993.0,28.0
André Hahn (1990),81.69999999999999,18.0,158.0,0.0,14.5,18.0,1990.0,31.0
André Hoffmann (1993),38.7,2.0,18.0,0.0,1.6,2.0,1993.0,28.0
André Ramalho (1992),0.4,0.0,0.0,0.0,0.0,0.0,1992.0,29.0
André Schürrle (1990),31.9,7.0,90.0,0.0,6.9,7.0,1990.0,31.0
André Silva (1995),95.9,58.0,288.0,10.0,49.39999999999999,48.0,1995.0,26.0
Andrés Andrade Cedeño (1998),5.7,0.0,5.0,0.0,0.2,0.0,1998.0,23.0
Andrés Guardado (1986),98.7,3.0,88.0,1.0,5.199999999999999,2.0,1986.0,35.0
Andrés Iniesta (1984),20.3,1.0,16.0,0.0,0.9,1.0,1984.0,37.0
Andrés Martín (1999),2.1,0.0,5.0,0.0,0.4,0.0,1999.0,22.0
Andrés Solano (1998),0.5,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Andrés Tello (1996),4.6,1.0,7.0,0.0,0.4,1.0,1996.0,25.0
Andy Carroll (1989),24.8,4.0,71.0,0.0,5.4,4.0,1989.0,32.0
Andy Delort (1991),128.9,51.0,419.0,5.0,46.5,46.0,1991.0,30.0
Andy Diouf (2002),0.2,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Andy King (1988),13.9,3.0,14.0,0.0,2.2,3.0,1988.0,33.0
Andy Pelmard (2000),25.0,0.0,4.0,0.0,0.1,0.0,2000.0,21.0
Angel Gomes (2000),5.4,0.0,5.0,0.0,0.30000000000000004,0.0,2000.0,21.0
Angeliño (1997),54.3,5.0,54.0,0.0,5.5,5.0,1997.0,24.0
Angelo Fulgini (1996),99.3,18.0,195.0,1.0,17.900000000000002,17.0,1996.0,25.0
Angelo Ndrecka (2001),1.0,0.0,1.0,0.0,0.0,0.0,2001.0,20.0
Angelo Ogbonna (1988),121.7,8.0,49.0,0.0,5.2,8.0,1988.0,33.0
Angelo Stiller (2001),7.9,1.0,5.0,0.0,0.3,1.0,2001.0,20.0
Ansgar Knauff (2002),2.1,1.0,3.0,0.0,0.2,1.0,2002.0,19.0
Ansou Sow (2000),0.1,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Ansu Fati (2002),18.6,14.0,60.0,0.0,6.5,14.0,2002.0,19.0
Ante Budimir (1991),71.4,32.0,142.0,3.0,23.3,29.0,1991.0,30.0
Ante Palaversa (2000),0.1,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Ante Rebić (1993),83.6,38.0,208.0,0.0,29.699999999999996,38.0,1993.0,28.0
Ante Ćorić (1997),0.3,0.0,1.0,0.0,0.0,0.0,1997.0,24.0
Anthony Briançon (1994),65.4,3.0,44.0,0.0,4.3,3.0,1994.0,27.0
Anthony Caci (1997),78.0,1.0,25.0,0.0,1.0999999999999999,1.0,1997.0,24.0
Anthony Elanga (2002),1.9,1.0,3.0,0.0,0.3,1.0,2002.0,19.0
Anthony Gonçalves (1986),31.3,5.0,38.0,0.0,3.0,5.0,1986.0,35.0
Anthony Gordon (2001),14.700000000000001,2.0,22.0,0.0,1.5999999999999999,2.0,2001.0,20.0
Anthony Knockaert (1991),47.3,5.0,70.0,0.0,6.7,5.0,1991.0,30.0
Anthony Limbombe (1994),15.399999999999999,2.0,45.0,0.0,3.5,2.0,1994.0,27.0
Anthony Losilla (1986),17.6,1.0,20.0,0.0,1.1,1.0,1986.0,35.0
Anthony Lozano (1993),40.9,9.0,109.0,0.0,12.1,9.0,1993.0,28.0
Anthony Martial (1995),83.5,41.0,212.0,2.0,29.0,39.0,1995.0,26.0
Anthony Modeste (1988),34.4,16.0,119.0,0.0,15.9,16.0,1988.0,33.0
Anthony Ujah (1990),21.0,7.0,54.0,0.0,7.0,7.0,1990.0,31.0
Anthony Walongwa (1993),2.0,0.0,1.0,0.0,0.1,0.0,1993.0,28.0
Anto Grgić (1996),0.1,0.0,0.0,0.0,0.0,0.0,1996.0,25.0
Antoine Bernede (1999),1.9,0.0,1.0,0.0,0.0,0.0,1999.0,22.0
Antoine Griezmann (1991),133.3,59.0,337.0,6.0,45.8,53.0,1991.0,30.0
Antoine Valerio (1999),1.8,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Anton Stach (1998),7.6,1.0,11.0,0.0,0.4,1.0,1998.0,23.0
Antonee Robinson (1997),24.0,0.0,11.0,0.0,0.6,0.0,1997.0,24.0
Antonin Bobichon (1995),43.599999999999994,9.0,81.0,0.0,4.0,9.0,1995.0,26.0
Antonino Barillà (1988),47.900000000000006,4.0,37.0,0.0,3.5,4.0,1988.0,33.0
Antonino La Gumina (1996),18.0,2.0,45.0,0.0,6.2,2.0,1996.0,25.0
Antonino Ragusa (1990),9.2,0.0,22.0,0.0,2.6,0.0,1990.0,31.0
Antonio Barragán (1987),74.19999999999999,0.0,19.0,0.0,1.2,0.0,1987.0,34.0
Antonio Barreca (1995),24.999999999999996,0.0,13.0,0.0,0.5,0.0,1995.0,26.0
Antonio Candreva (1987),103.5,17.0,242.0,2.0,14.3,15.0,1987.0,34.0
Antonio Caracciolo (1990),31.7,2.0,18.0,0.0,1.3,2.0,1990.0,31.0
Antonio Cioffi (2002),0.1,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Antonio Cortés (2000),2.0,1.0,3.0,0.0,0.8,1.0,2000.0,21.0
Antonio Di Gaudio (1989),7.8,0.0,14.0,0.0,1.3,0.0,1989.0,32.0
Antonio Luna (1991),36.5,0.0,8.0,0.0,0.5,0.0,1991.0,30.0
Antonio Mance (1995),0.6,0.0,0.0,0.0,0.0,0.0,1995.0,26.0
Antonio Mazzotta (1989),0.6,0.0,0.0,0.0,0.0,0.0,1989.0,32.0
Antonio Palumbo (1996),0.1,0.0,1.0,0.0,0.0,0.0,1996.0,25.0
Antonio Puertas (1992),64.3,14.0,91.0,0.0,13.0,14.0,1992.0,29.0
Antonio Raillo (1991),31.8,1.0,15.0,0.0,1.8,1.0,1991.0,30.0
Antonio Raimondo (2004),0.0,0.0,0.0,0.0,0.0,0.0,2004.0,17.0
Antonio Rukavina (1984),14.1,0.0,1.0,0.0,0.0,0.0,1984.0,37.0
Antonio Rüdiger (1993),115.9,8.0,93.0,0.0,6.9,8.0,1993.0,28.0
Antonio Sanabria (1996),77.8,31.0,190.0,1.0,28.4,30.0,1996.0,25.0
Antonio Sánchez (1997),7.2,1.0,7.0,0.0,0.6,1.0,1997.0,24.0
Antonio Vacca (1990),7.4,0.0,1.0,0.0,0.0,0.0,1990.0,31.0
Antonio Valencia (1985),35.6,3.0,17.0,0.0,0.7,3.0,1985.0,36.0
Antonios Papadopoulos (1999),0.1,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Antonis Aidonis (2001),0.9,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Antony Evans (1998),1.7,0.0,2.0,0.0,0.1,0.0,1998.0,23.0
Antonín Barák (1994),97.1,21.0,157.0,3.0,16.8,18.0,1994.0,27.0
Antoñito (1987),32.1,2.0,9.0,0.0,1.1,2.0,1987.0,34.0
Antwoine Hackford (2004),0.1,0.0,1.0,0.0,0.1,0.0,2004.0,17.0
Anuar (1995),14.1,1.0,11.0,0.0,2.7,1.0,1995.0,26.0
Anwar El Ghazi (1995),63.3,19.0,179.0,6.0,14.6,13.0,1995.0,26.0
Aníbal Chalá (1996),8.3,0.0,0.0,0.0,0.0,0.0,1996.0,25.0
Arber Zeneli (1995),23.4,6.0,44.0,2.0,3.7,4.0,1995.0,26.0
Ardian Ismajli (1996),23.4,1.0,9.0,0.0,0.6,1.0,1996.0,25.0
Arial Mendy (1994),4.1,0.0,6.0,0.0,0.1,0.0,1994.0,27.0
Aridane Hernández (1989),57.3,3.0,18.0,0.0,1.8,3.0,1989.0,32.0
Ariday Cabrera (1988),0.4,0.0,1.0,0.0,0.0,0.0,1988.0,33.0
Aristóteles Romero (1995),1.0,0.0,1.0,0.0,0.0,0.0,1995.0,26.0
Aritz Aduriz (1981),36.7,12.0,74.0,5.0,9.5,7.0,1981.0,40.0
Aritz Arambarri (1998),0.3,0.0,1.0,0.0,0.1,0.0,1998.0,23.0
Aritz Elustondo (1994),96.4,8.0,46.0,0.0,4.1000000000000005,8.0,1994.0,27.0
Arjen Robben (1984),23.0,9.0,72.0,0.0,7.5,9.0,1984.0,37.0
Arkadiusz Milik (1994),71.4,43.0,268.0,3.0,38.8,40.0,1994.0,27.0
Arkadiusz Reca (1995),54.9,2.0,53.0,0.0,3.9,2.0,1995.0,26.0
Arlind Ajeti (1993),14.1,0.0,8.0,0.0,0.7,0.0,1993.0,28.0
Armand Lauriente (1998),29.6,7.0,87.0,1.0,5.9,6.0,1998.0,23.0
Armando Broja (2001),8.1,4.0,19.0,0.0,2.7,4.0,2001.0,20.0
Armando Izzo (1992),104.9,8.0,57.0,0.0,5.7,8.0,1992.0,29.0
Armando Sadiku (1991),3.0,0.0,5.0,0.0,0.3,0.0,1991.0,30.0
Armel Bella Kotchap (2001),6.9,0.0,2.0,0.0,0.1,0.0,2001.0,20.0
Arnaud Kalimuendo (2002),25.4,13.0,61.0,1.0,10.4,12.0,2002.0,19.0
Arnaud Lusamba (1997),12.700000000000001,1.0,5.0,0.0,0.6,1.0,1997.0,24.0
Arnaud Nordin (1998),51.3,9.0,121.0,0.0,12.4,9.0,1998.0,23.0
Arnaud Souquet (1992),72.0,3.0,34.0,0.0,1.1,3.0,1992.0,29.0
Arnaut Groeneveld (1997),15.8,5.0,49.0,0.0,6.7,5.0,1997.0,24.0
Arne Maier (1999),64.0,0.0,58.0,0.0,2.5,0.0,1999.0,22.0
Arnold Bouka Moutou (1988),4.4,0.0,3.0,0.0,0.0,0.0,1988.0,33.0
Arnór Sigurðsson (1999),1.8,0.0,1.0,0.0,0.1,0.0,1999.0,22.0
Aron Gunnarsson (1989),25.2,1.0,20.0,0.0,1.3,1.0,1989.0,32.0
Aron Jóhannsson (1990),3.1,1.0,9.0,0.0,1.4,1.0,1990.0,31.0
Arona Sané (1995),0.7,0.0,1.0,0.0,0.0,0.0,1995.0,26.0
Arthur Masuaku (1993),67.0,1.0,27.0,0.0,0.8,1.0,1993.0,28.0
Arthur Melo (1996),44.9,4.0,16.0,0.0,1.8,4.0,1996.0,25.0
Arthur Theate (2000),12.4,2.0,13.0,0.0,1.3,2.0,2000.0,21.0
Arthur Zagre (2001),1.7,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Arton Zekaj (2000),0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Artur Ioniță (1990),115.3,5.0,100.0,0.0,7.6,5.0,1990.0,31.0
Arturo Calabresi (1996),37.0,2.0,7.0,0.0,1.0,2.0,1996.0,25.0
Arturo Vidal (1987),72.89999999999999,19.0,129.0,0.0,15.799999999999999,19.0,1987.0,34.0
Ashley Barnes (1989),84.6,30.0,208.0,4.0,25.799999999999997,26.0,1989.0,32.0
Ashley Fletcher (1995),0.3,0.0,2.0,0.0,0.4,0.0,1995.0,26.0
Ashley Westwood (1990),131.4,7.0,69.0,0.0,5.6,7.0,1990.0,31.0
Ashley Williams (1984),20.4,1.0,14.0,0.0,0.8,1.0,1984.0,37.0
Ashley Young (1985),103.30000000000001,9.0,71.0,0.0,4.0,9.0,1985.0,36.0
Asier Illarramendi (1990),61.4,8.0,51.0,0.0,3.6,8.0,1990.0,31.0
Asier Villalibre (1997),25.9,7.0,63.0,0.0,8.8,7.0,1997.0,24.0
Assane Dioussé (1997),28.6,1.0,21.0,0.0,1.1,1.0,1997.0,24.0
Assil Jaziri (1999),0.4,0.0,4.0,0.0,0.1,0.0,1999.0,22.0
Aster Vranckx (2002),6.4,0.0,10.0,0.0,0.3,0.0,2002.0,19.0
Atakan Karazor (1996),21.9,0.0,6.0,0.0,0.2,0.0,1996.0,25.0
Augusto Fernández (1986),5.3,0.0,1.0,0.0,0.0,0.0,1986.0,35.0
Augusto Solari (1992),9.600000000000001,2.0,9.0,0.0,1.6,2.0,1992.0,29.0
Augustus Kargbo (1999),0.4,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Aurélien Chedjou (1985),21.9,0.0,8.0,0.0,0.4,0.0,1985.0,36.0
Aurélien Scheidler (1998),3.8,1.0,7.0,0.0,0.5,1.0,1998.0,23.0
Aurélien Tchouaméni (2000),72.0,3.0,108.0,0.0,6.8,3.0,2000.0,21.0
Axel Disasi (1998),65.5,5.0,43.0,0.0,5.8,5.0,1998.0,23.0
Axel Tuanzebe (1997),12.299999999999999,0.0,2.0,0.0,0.2,0.0,1997.0,24.0
Axel Witsel (1989),80.6,8.0,81.0,0.0,5.6,8.0,1989.0,32.0
Aymen Abdennour (1989),5.6,0.0,2.0,0.0,0.1,0.0,1989.0,32.0
Aymen Barkok (1998),22.1,2.0,26.0,0.0,1.9000000000000001,2.0,1998.0,23.0
Aymeric Laporte (1994),105.2,6.0,71.0,0.0,6.6,6.0,1994.0,27.0
Ayoze Pérez (1993),99.60000000000001,30.0,198.0,1.0,24.4,29.0,1993.0,28.0
Aythami Artiles (1986),2.0,0.0,0.0,0.0,0.0,0.0,1986.0,35.0
Azor Matusiwa (1998),12.3,0.0,4.0,0.0,0.1,0.0,1998.0,23.0
Azzedine Ounahi (2000),10.6,2.0,18.0,0.0,1.2,2.0,2000.0,21.0
Aïssa Mandi (1991),130.8,6.0,42.0,0.0,6.800000000000001,6.0,1991.0,30.0
Baba Rahman (1994),14.1,1.0,8.0,0.0,0.4,1.0,1994.0,27.0
Babacar Guèye (1994),1.2,0.0,2.0,0.0,0.3,0.0,1994.0,27.0
Bacary Sagna (1983),10.6,1.0,4.0,0.0,0.5,1.0,1983.0,38.0
Badou Ndiaye (1990),12.6,2.0,20.0,0.0,1.2,2.0,1990.0,31.0
Bafodé Diakité (2001),22.2,3.0,13.0,0.0,1.8,3.0,2001.0,20.0
Baissama Sankoh (1992),24.3,0.0,8.0,0.0,0.9,0.0,1992.0,29.0
Bakary Koné (1988),27.4,1.0,14.0,0.0,1.4,1.0,1988.0,33.0
Bakary Sako (1988),5.6,3.0,17.0,0.0,2.3,3.0,1988.0,33.0
Bakaye Dibassy (1989),84.4,4.0,32.0,0.0,3.5,4.0,1989.0,32.0
Bakery Jatta (1998),3.3,0.0,3.0,0.0,0.9,0.0,1998.0,23.0
Bali Mumba (2001),0.5,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Bamba Dieng (2000),7.300000000000001,4.0,22.0,0.0,4.4,4.0,2000.0,21.0
Bandiougou Fadiga (2001),1.2,0.0,1.0,0.0,0.1,0.0,2001.0,20.0
Banhie Zoukrou (2003),0.9,0.0,1.0,0.0,0.0,0.0,2003.0,18.0
Banzouzi Locko (2002),3.0,1.0,1.0,0.0,0.0,1.0,2002.0,19.0
Baptiste Gabard (2000),1.5,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Baptiste Guillaume (1995),18.2,3.0,27.0,0.0,5.4,3.0,1995.0,26.0
Baptiste Mouazan (2001),0.2,0.0,0.0,0.0,0.0,0.0,2001.0,20.0
Baptiste Santamaria (1995),130.4,3.0,127.0,0.0,5.3,3.0,1995.0,26.0
Barbero (1998),0.2,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Barcia (2000),1.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Barri (1995),1.3,0.0,1.0,0.0,0.1,0.0,1995.0,26.0
Bartosz Bereszyński (1992),124.4,1.0,40.0,0.0,1.5999999999999999,1.0,1992.0,29.0
Bartosz Bialek (2001),3.1,2.0,9.0,0.0,2.1,2.0,2001.0,20.0
Bartosz Kapustka (1996),2.6,1.0,4.0,0.0,0.1,1.0,1996.0,25.0
Bartosz Salamon (1991),42.2,0.0,19.0,0.0,1.2,0.0,1991.0,30.0
Bas Dost (1989),25.5,12.0,46.0,1.0,10.2,11.0,1989.0,32.0
Bassem Srarfi (1997),20.299999999999997,4.0,40.0,0.0,4.4,4.0,1997.0,24.0
Bastian Badu (2000),0.1,0.0,1.0,0.0,0.0,0.0,2000.0,21.0
Bastian Oczipka (1989),104.19999999999999,1.0,46.0,0.0,1.7,1.0,1989.0,32.0
Bastos (1991),37.5,6.0,29.0,0.0,4.6,6.0,1991.0,30.0
Batista Mendy (2000),12.600000000000001,0.0,5.0,0.0,0.1,0.0,2000.0,21.0
Bebé (1990),23.199999999999996,1.0,89.0,0.0,2.7,1.0,1990.0,31.0
Ben Chilwell (1996),114.4,9.0,81.0,0.0,5.9,9.0,1996.0,25.0
Ben Davies (1993),85.5,2.0,51.0,0.0,3.5,2.0,1993.0,28.0
Ben Gibson (1993),15.399999999999999,1.0,7.0,0.0,1.6,1.0,1993.0,28.0
Ben Godfrey (1998),73.69999999999999,0.0,41.0,0.0,2.6,0.0,1998.0,23.0
Ben Johnson (2000),18.4,2.0,7.0,0.0,0.5,2.0,2000.0,21.0
Ben Lhassine Kone (2000),0.9,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Ben Mee (1989),141.9,5.0,99.0,0.0,7.4,5.0,1989.0,32.0
Ben Osborn (1994),24.4,1.0,12.0,0.0,1.5,1.0,1994.0,27.0
Ben Watson (1985),5.1,0.0,1.0,0.0,0.0,0.0,1985.0,36.0
Ben White (1997),53.5,0.0,13.0,0.0,0.8999999999999999,0.0,1997.0,24.0
Ben Wilmot (1999),2.5,0.0,1.0,0.0,0.0,0.0,1999.0,22.0
Ben Woodburn (1999),0.1,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Ben Zolinski (1992),13.4,3.0,19.0,0.0,2.7,3.0,1992.0,29.0
Benedikt Höwedes (1988),2.7,1.0,2.0,0.0,0.7,1.0,1988.0,33.0
Beni Baningime (1998),2.2,0.0,0.0,0.0,0.0,0.0,1998.0,23.0
Benik Afobe (1993),6.8,0.0,8.0,0.0,1.2,0.0,1993.0,28.0
Benito Raman (1994),50.3,16.0,113.0,0.0,14.0,16.0,1994.0,27.0
Benito Ramírez (1995),1.8,0.0,1.0,0.0,0.0,0.0,1995.0,26.0
Benjamin André (1990),133.3,10.0,109.0,0.0,9.7,10.0,1990.0,31.0
Benjamin Bourigeaud (1994),129.3,26.0,238.0,5.0,19.0,21.0,1994.0,27.0
Benjamin Corgnet (1987),25.700000000000003,1.0,51.0,0.0,4.0,1.0,1987.0,34.0
Benjamin Goller (1999),3.2,0.0,2.0,0.0,0.1,0.0,1999.0,22.0
Benjamin Hadžić (1999),0.3,0.0,0.0,0.0,0.0,0.0,1999.0,22.0
Benjamin Henrichs (1997),56.0,2.0,50.0,0.0,3.4000000000000004,2.0,1997.0,24.0
Benjamin Hübner (1989),57.7,4.0,54.0,0.0,4.2,4.0,1989.0,32.0
Benjamin Jeannot (1992),33.5,6.0,79.0,0.0,7.4,6.0,1992.0,29.0
Benjamin Mendy (1994),42.1,2.0,28.0,0.0,0.9999999999999999,2.0,1994.0,27.0
Benjamin Nivet (1977),15.2,2.0,16.0,0.0,1.5,2.0,1977.0,44.0
Benjamin Pavard (1996),125.1,5.0,64.0,0.0,4.300000000000001,5.0,1996.0,25.0
Benjamin Stambouli (1990),74.69999999999999,0.0,5.0,0.0,0.30000000000000004,0.0,1990.0,31.0
Benno Schmitz (1994),34.4,0.0,14.0,0.0,0.7,0.0,1994.0,27.0
Benoît Assou-Ekotto (1984),11.7,0.0,2.0,0.0,0.0,0.0,1984.0,37.0
Benoît Badiashile (2001),75.80000000000001,3.0,47.0,0.0,3.5,3.0,2001.0,20.0
Beram Kayal (1988),18.700000000000003,1.0,9.0,0.0,1.2,1.0,1988.0,33.0
Berat Djimsiti (1993),122.5,3.0,69.0,0.0,6.5,3.0,1993.0,28.0
Berkay Özcan (1998),11.7,1.0,13.0,0.0,2.1,1.0,1998.0,23.0
Bernard (1992),42.8,5.0,41.0,0.0,4.1,5.0,1992.0,29.0
Bernard Tekpetey (1997),5.0,0.0,11.0,0.0,0.5,0.0,1997.0,24.0
Bernardo (1995),44.3,1.0,31.0,0.0,1.5,1.0,1995.0,26.0
Bernardo Espinosa (1989),87.30000000000001,4.0,61.0,0.0,5.1,4.0,1989.0,32.0
Bernardo Silva (1994),113.10000000000001,28.0,190.0,0.0,23.8,28.0,1994.0,27.0
Bersant Celina (1996),25.5,0.0,24.0,0.0,1.5,0.0,1996.0,25.0
Bertrand Traoré (1995),90.19999999999999,28.0,255.0,0.0,25.5,28.0,1995.0,26.0
Beto (1998),14.9,8.0,37.0,0.0,6.6,8.0,1998.0,23.0
Beñat Etxebarria (1987),39.4,1.0,33.0,0.0,1.0,1.0,1987.0,34.0
Beñat Turrientes (2002),2.2,0.0,7.0,0.0,0.4,0.0,2002.0,19.0
Biagio Meccariello (1991),8.5,1.0,5.0,0.0,0.2,1.0,1991.0,30.0
Bilal Benkhedim (2001),2.3,0.0,1.0,0.0,0.6,0.0,2001.0,20.0
Bilal Boutobba (1998),0.5,0.0,3.0,0.0,0.1,0.0,1998.0,23.0
Bilal Brahimi (2000),1.2,0.0,2.0,0.0,0.1,0.0,2000.0,21.0
Billy Gilmour (2001),16.8,0.0,10.0,0.0,0.3,0.0,2001.0,20.0
Billy Ketkeophomphone (1990),4.9,0.0,9.0,0.0,0.2,0.0,1990.0,31.0
Billy Sharp (1986),19.9,6.0,21.0,2.0,3.9000000000000004,4.0,1986.0,35.0
Birger Meling (1994),37.7,2.0,16.0,0.0,0.9,2.0,1994.0,27.0
Birger Verstraete (1994),7.4,0.0,8.0,0.0,0.3,0.0,1994.0,27.0
Birk Risa (1998),0.9,0.0,1.0,0.0,0.1,0.0,1998.0,23.0
Birkir Bjarnason (1988),8.9,0.0,9.0,0.0,0.6,0.0,1988.0,33.0
Bjarki Bjarkason (2000),0.0,0.0,0.0,0.0,0.0,0.0,2000.0,21.0
Björn Engels (1994),49.1,2.0,16.0,0.0,1.9000000000000001,2.0,1994.0,27.0
Blaise Matuidi (1987),78.3,6.0,54.0,0.0,5.300000000000001,6.0,1987.0,34.0
Blanco (2000),2.6999999999999997,0.0,2.0,0.0,0.0,0.0,2000.0,21.0
Blendi Idrizi (1998),2.6,1.0,4.0,0.0,0.5,1.0,1998.0,23.0
Blerim Džemaili (1986),40.5,3.0,71.0,0.0,3.5,3.0,1986.0,35.0
Bobby Adekanye (1999),2.5,1.0,6.0,0.0,1.9,1.0,1999.0,22.0
Bobby Reid (1993),42.2,10.0,60.0,1.0,8.5,9.0,1993.0,28.0
Bobby Wood (1992),31.0,5.0,57.0,1.0,7.8,4.0,1992.0,29.0
Bojan Krkić (1990),5.7,0.0,6.0,0.0,0.9,0.0,1990.0,31.0
Bongani Zungu (1992),36.8,2.0,17.0,0.0,0.8,2.0,1992.0,29.0
Borja Bastón (1992),27.1,7.0,56.0,1.0,8.3,6.0,1992.0,29.0
Borja Fernández (1981),9.3,0.0,4.0,0.0,0.1,0.0,1981.0,40.0
Borja Garcés (1999),0.2,1.0,3.0,0.0,0.2,1.0,1999.0,22.0
Borja García (1990),72.7,4.0,90.0,0.0,5.4,4.0,1990.0,31.0
Borja Herrera (1993),2.7,0.0,1.0,0.0,0.0,0.0,1993.0,28.0
Borja Iglesias (1993),77.5,34.0,175.0,9.0,24.6,25.0,1993.0,28.0
Borja Lasso (1994),0.6,0.0,0.0,0.0,0.0,0.0,1994.0,27.0
Borja Mayoral (1997),64.2,24.0,128.0,0.0,22.9,24.0,1997.0,24.0
Borja Sainz (2001),11.4,2.0,17.0,0.0,2.4000000000000004,2.0,2001.0,20.0
Borja Valero (1985),58.0,4.0,46.0,0.0,4.300000000000001,4.0,1985.0,36.0
Borja Valle (1992),5.4,3.0,15.0,0.0,2.9,3.0,1992.0,29.0
Borna Sosa (1998),44.3,1.0,29.0,0.0,1.3,1.0,1998.0,23.0
Bosko Sutalo (2000),10.1,0.0,4.0,0.0,0.4,0.0,2000.0,21.0
Botond Balogh (2002),1.8,0.0,0.0,0.0,0.0,0.0,2002.0,19.0
Boubacar Kamara (1999),101.19999999999999,3.0,57.0,0.0,2.7,3.0,1999.0,22.0
Boubacar Traoré (2001),7.6,2.0,10.0,0.0,0.4,2.0,2001.0,20.0
Boubakar Kouyaté (1997),36.4,2.0,21.0,0.0,2.0,2.0,1997.0,24.0
Boubakary Soumaré (1999),57.3,1.0,20.0,0.0,1.6,1.0,1999.0,22.0
Boukary Dramé (1985),1.1,0.0,0.0,0.0,0.0,0.0,1985.0,36.0
Boulaye Dia (1996),70.7,28.0,148.0,6.0,23.3,22.0,1996.0,25.0
Bouna Sarr (1992),75.3,2.0,70.0,0.0,4.7,2.0,1992.0,29.0
Boštjan Cesar (1982),18.1,1.0,5.0,0.0,0.30000000000000004,1.0,1982.0,39.0
Brahim Díaz (1999),31.5,8.0,63.0,0.0,8.9,8.0,1999.0,22.0
Brain Oddei (2002),0.5,0.0,2.0,0.0,0.1,0.0,2002.0,19.0
Brais Méndez (1997),99.4,18.0,192.0,2.0,17.5,16.0,1997.0,24.0
Bram Nuytinck (1990),109.00000000000001,3.0,37.0,0.0,2.5,3.0,1990.0,31.0
Brandon (1995),8.5,1.0,15.0,0.0,1.3,1.0,1995.0,26.0
